ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,LoanAmount,MonthlyIncome,MonthlyDebtPayments,TotalDebtToIncomeRatio,LoanApproved,InterestRate,MonthlyLoanPayment,,RiskScore
27-03-2034,44,43384,583,Employed,12047,3615.3333333333335,896,0.3538891478794176,0,0.22590649643403077,383.42723263338775,,52
28-03-2034,28,130708,626,Employed,11745,10892.333333333334,480,0.097027795,1,0.16318209307015397,576.8590815462411,,37.6
29-03-2034,30,32863,537,Unemployed,17379,2738.5833333333335,313,0.29569076169322644,0,0.23683786235363105,496.7737917937085,,56
30-03-2034,41,40030,587,Employed,31055,3335.8333333333335,380,0.3407967199940333,0,0.2647516594522009,756.8410584467629,,54
31-03-2034,18,27777,479,Employed,18121,2314.75,504,0.46300610773884954,0,0.3191696769308311,567.7433879,,55
01-04-2034,60,35901,575,Employed,22617,2991.75,1156,0.6010580099569903,0,0.29705556493534074,642.2153012888256,,58
02-04-2034,45,48447,500,Employed,27007,4037.25,294,0.7110281745591772,0,0.2574240907390455,2576.598497739038,,53
03-04-2034,54,70125,592,Employed,18720,5843.75,356,0.14301179071884865,0,0.2900022630945384,479.7251520132717,,56
04-04-2034,21,22658,557,Employed,37322,1888.1666666666667,428,0.8352382057393553,0,0.2742187625571228,1149.068938803526,,51
05-04-2034,54,39812,604,Employed,14618,3317.6666666666665,395,0.23742680010558176,0,0.20663374368222567,392.7029804836184,,59
06-04-2034,66,52698,650,Unemployed,15196,4391.5,741,0.33485671359801483,1,0.13988783784541708,729.5232577656822,,36.800000000000004
07-04-2034,24,94002,633,Employed,15389,7833.5,258,0.08557731,1,0.205420752,412.3698549727684,,40.800000000000004
08-04-2034,49,35196,575,Employed,35606,2933,461,0.6371149061177924,0,0.2457291074328981,1407.6580196434852,,49
09-04-2034,40,88914,602,Employed,9311,7409.5,203,0.067991059,1,0.234594107,300.77975044874574,,37.6
10-04-2034,21,60880,538,Self-Employed,23711,5073.333333333333,484,0.2215247130988079,0,0.2507978342032074,639.8687111212854,,60
11-04-2034,45,30659,561,Employed,15869,2554.9166666666665,355,0.29807360373697417,0,0.27155832982164935,406.55321808099086,,50
12-04-2034,50,53799,644,Employed,22690,4483.25,231,0.30007891338221104,1,0.16309264838999066,1114.3287884207978,,36.800000000000004
13-04-2034,32,53931,627,Self-Employed,30659,4494.25,472,0.29892800815824927,0,0.23405941728994945,871.4572006652118,,53
14-04-2034,53,38054,633,Employed,60928,3171.1666666666665,483,0.6830617459594459,0,0.2854991423059047,1683.1026400617295,,60
15-04-2034,19,22320,476,Employed,12939,1860,359,0.4120894958407178,0,0.3423305570150981,407.48646226373506,,49
16-04-2034,22,200730,481,Employed,12852,8941.25,472,0.10128030284557468,1,0.26032866606950483,433.57250781799456,,36.800000000000004
17-04-2034,41,17394,627,Employed,29705,1449.5,228,0.7743067512618628,0,0.19393166510050705,894.357636,,41
18-04-2034,40,83191,570,Employed,18512,6932.583333333333,191,0.091903884,1,0.20252777778947242,446.1313378560795,,41.6
19-04-2034,31,98943,557,Employed,18321,8245.25,1136,0.3397866260885901,1,0.16385680000000002,1665.6256787569478,,38.400000000000006
20-04-2034,49,34293,640,Employed,49902,2857.75,584,0.6917483326343926,0,0.22513361640683732,1392.8437975859354,,52
21-04-2034,46,55752,633,Employed,21089,4646,307,0.17307557473019186,0,0.2408967208977787,497.10912019647145,,52
22-04-2034,50,96999,499,Employed,10340,8083.25,471,0.0971191,1,0.2672500053310655,314.03796761105144,,41.6
23-04-2034,38,15000,510,Employed,14470,1250,128,0.5629499938965016,0,0.2504739962955525,575.6874924,,53
24-04-2034,47,60083,602,Employed,53198,5006.916666666667,444,0.3600212583968267,0,0.25354115077386347,1358.5964390213783,,50
25-04-2034,34,17774,583,Employed,20039,1481.1666666666667,244,0.609867913,0,0.24541005978481278,659.3160232699324,,47
26-04-2034,64,113631,682,Employed,27573,9469.25,379,0.14657517370685483,1,0.1887372750718203,1008.9569636236351,,36.800000000000004
27-04-2034,30,27269,458,Employed,29507,2272.4166666666665,327,0.6803052844022403,0,0.2790095786273231,1218.9370666970574,,55
28-04-2034,65,187781,535,Employed,13179,15648.416666666666,148,0.053418473,1,0.2264611733170442,687.9145206016185,,40
29-04-2034,40,22379,563,Employed,17378,1864.9166666666667,556,0.5992630902583167,0,0.2348053952942408,561.5757247409058,,76
30-04-2034,23,48655,529,Employed,20685,4054.5833333333335,318,0.23864476710117505,0,0.21813002792336644,649.6050952756393,,53
01-05-2034,56,35904,635,Employed,25295,2992,928,0.6283336665623086,0,0.20921708797737973,951.9743303544274,,46
02-05-2034,41,50740,624,Self-Employed,20694,4228.333333333333,203,0.19673762989784466,0,0.199225483,628.8722784,,58
03-05-2034,50,65969,617,Unemployed,27190,5497.416666666667,663,0.31057946641674405,0,0.22424904002111298,1044.384735003849,,54
04-05-2034,54,43048,618,Self-Employed,11664,3587.3333333333335,230,0.1639156158792302,1,0.2049448074968188,358.01995269742525,,42.400000000000006
05-05-2034,44,105888,509,Employed,40472,8824,212,0.14628955926082587,1,0.2454216626280961,1078.8590709175276,,40.800000000000004
06-05-2034,32,125042,507,Employed,11010,10420.166666666666,466,0.1451072469853717,1,0.2492606557412323,1046.0416981287372,,42.400000000000006
07-05-2034,51,35798,619,Employed,19208,2983.1666666666665,574,0.37004787369062003,0,0.21945998852674875,529.9144818647345,,49
08-05-2034,40,40357,535,Employed,41079,3363.0833333333335,363,0.5200744918031115,0,0.32237617705242655,1386.0538554748478,,53
09-05-2034,48,32446,599,Employed,64318,2703.8333333333335,446,1.1370938685590877,0,0.2707869309869049,2628.512304939013,,56
10-05-2034,18,19540,544,Employed,7882,1628.3333333333333,135,0.3291955787436672,0,0.19968681293111123,401.0401340542714,,52
11-05-2034,45,39320,625,Employed,7863,3276.6666666666665,431,0.192755444,1,0.18216405634195126,200.59533956381304,,33.6
12-05-2034,32,140370,590,Employed,35726,11697.5,236,0.1225834567845149,1,0.2566795200049118,1197.919985736863,,38.400000000000006
13-05-2034,59,16809,636,Employed,35921,1400.75,649,1.0762511217962278,0,0.19911068510399357,858.5587588560662,,52
14-05-2034,47,76667,474,Employed,24047,6388.916666666667,174,0.14251138798014945,1,0.27153678510920864,736.4933818561766,,40.800000000000004
15-05-2034,42,69940,557,Self-Employed,10494,5828.333333333333,388,0.11961166850897204,1,0.1815952,309.13667462645867,,50.400000000000006
16-05-2034,45,44546,597,Employed,20675,3712.1666666666665,509,0.3455455490411113,1,0.20508342641784089,773.7226689654455,,40.800000000000004
17-05-2034,28,49042,553,Employed,24701,4086.8333333333335,347,0.28857256994440456,0,0.25963785047655996,832.3479979344573,,48
18-05-2034,59,82525,597,Employed,39653,6877.083333333333,299,0.2598903969531504,0,0.20722610000685399,1488.287917379895,,58
19-05-2034,63,62719,611,Self-Employed,4743,5226.583333333333,564,0.13072103279664285,1,0.22018166209204604,119.2243713310536,,40.800000000000004
20-05-2034,44,58768,611,Employed,19025,4897.333333333333,230,0.15627989306085133,1,0.22911310729668768,535.3547296166759,,37.6
21-05-2034,59,50944,523,Employed,34142,4245.333333333333,544,0.431696833,0,0.21136542555520468,1288.6969546879488,,66
22-05-2034,33,21715,467,Employed,12232,1809.5833333333333,306,0.396419456,0,0.2584353199378332,411.3540399111781,,60
23-05-2034,30,44481,502,Employed,20792,3706.75,161,0.22277562857081384,0,0.293782899,664.7735612048642,,52
24-05-2034,40,24234,565,Employed,8502,2019.5,412,0.33110250919092343,0,0.1954481408927828,256.6615173110699,,54
25-05-2034,45,51898,578,Employed,15986,4324.833333333333,439,0.43741525975909673,0,0.16307153538852157,1452.748096,,56
26-05-2034,35,39180,478,Employed,16645,3265,635,0.678636164,0,0.24843517962515776,1580.7470747710981,,57
27-05-2034,46,31680,528,Employed,24640,2640,232,0.9670048853504332,0,0.23239784661863333,2320.8928973251436,,53
28-05-2034,43,35858,620,Unemployed,43036,2988.1666666666665,451,0.6119992620686759,0,0.2293164055485717,1377.755794938215,,60
29-05-2034,28,88735,608,Employed,16575,7394.583333333333,509,0.15531588440281305,1,0.22754679188830004,639.4962502,,35.2
30-05-2034,46,22350,596,Employed,34900,1862.5,384,0.6330874121452037,0,0.20952000000000004,795.1253051204419,,69
31-05-2034,50,184702,566,Employed,13473,15391.833333333334,127,0.034619074,1,0.1942205032037234,405.8510176342011,,37.6
01-06-2034,42,88969,549,Employed,59693,7414.083333333333,358,0.4839521599583859,0,0.26468668833347336,3230.061643278136,,54
02-06-2034,53,19732,609,Employed,18764,1644.3333333333333,591,1.413243171843723,0,0.1940364827344798,1732.8428555683618,,53
03-06-2034,25,23878,585,Employed,21187,1989.8333333333333,502,0.5623546667023324,0,0.24606806814764856,616.9920609598577,,58
04-06-2034,45,17316,611,Employed,31150,1443,538,0.9533589292342933,0,0.20713342327678488,837.6969348850852,,45
05-06-2034,25,62939,562,Employed,27263,5244.916666666667,766,0.33527486794291883,0,0.18501040000000002,992.4887427882807,,58
06-06-2034,26,97026,529,Employed,26398,8085.5,894,0.24053979095097788,0,0.25093410365158375,1050.8844797341317,,50
07-06-2034,32,45926,474,Employed,12478,3827.1666666666665,866,0.34032013746314804,0,0.2822064039909002,436.46188609437803,,52
08-06-2034,28,86671,575,Employed,17595,7222.583333333333,423,0.15342423198354693,0,0.23437839897873616,685.1193008538329,,55
09-06-2034,33,51935,501,Employed,18526,4327.916666666667,371,0.2667790173794547,0,0.29717820243783444,783.5973556334983,,52
10-06-2034,37,78022,568,Employed,11489,6501.833333333333,429,0.13124268719838403,1,0.19545780261580406,424.3180783826931,,40
11-06-2034,50,62621,618,Employed,27493,5218.416666666667,233,0.17735522208323057,1,0.22105384211822657,692.5134468394984,,33.6
12-06-2034,36,63804,637,Employed,34068,5317,353,0.2221752315519283,1,0.20619554842685744,828.3057061616029,,36
13-06-2034,20,95654,520,Employed,6104,4578.333333333333,272,0.095309577,0,0.29063721645618196,164.35901333278298,,46
14-06-2034,53,40420,632,Employed,24165,3368.3333333333335,528,0.32014134282565343,0,0.25035565481948274,550.3427564177427,,51
15-06-2034,29,120420,487,Employed,14286,10035,361,0.07622875,1,0.27157985640758425,403.95550785864026,,39.2
16-06-2034,39,51573,547,Employed,50005,2784.4166666666665,323,0.7705795573559332,0,0.3075877692800396,1822.6145624944827,,50
17-06-2034,45,77187,620,Employed,27046,6432.25,168,0.1811240553879051,1,0.19411534186068538,997.0352052688528,,40
18-06-2034,42,32684,520,Employed,27342,2723.6666666666665,835,1.2747799526807249,0,0.2788104,2637.075664451401,,54
19-06-2034,53,22298,588,Employed,5403,1858.1666666666667,246,0.2357345505982577,1,0.16777561567236787,192.03408410332923,,44
20-06-2034,45,53303,585,Employed,12196,4441.916666666667,1203,0.4117887029545658,0,0.2090510778722284,626.1311027989352,,54
21-06-2034,29,15000,605,Employed,13389,1250,450,0.914287002,0,0.21736975311081128,692.8587529946151,,52
22-06-2034,66,206739,595,Employed,26257,17228.25,390,0.081070603,1,0.2228958726659621,1006.7046228952942,,44
23-06-2034,42,46943,601,Employed,14601,3911.9166666666665,468,0.2301360065207416,1,0.18440544339909173,432.2728795085977,,36.800000000000004
24-06-2034,38,58970,555,Unemployed,23561,4914.166666666667,359,0.26760658585031416,0,0.2653885116489561,956.0633639660854,,51
25-06-2034,51,44928,609,Employed,17059,3744,178,0.1896480178981923,0,0.21413173488436432,532.042179,,50
26-06-2034,42,53365,482,Employed,8249,4447.083333333333,253,0.15178670922879048,1,0.2053737316886227,422.00814483286695,,44
27-06-2034,44,70714,603,Employed,22894,5892.833333333333,497,0.2749376147450621,1,0.1620101029915143,1123.1615407568602,,35.2
28-06-2034,69,36485,665,Employed,13220,3040.4166666666665,213,0.17148823620421436,0,0.1891479210885359,308.39569149256334,,54
29-06-2034,36,15000,520,Employed,13532,1250,277,0.6512245644545217,0,0.24860307898286452,537.0307055681521,,57
30-06-2034,36,24284,581,Self-Employed,9921,2023.6666666666667,298,0.28375710434014273,0,0.30381230762109557,276.2297934830022,,51
01-07-2034,41,37504,555,Employed,20745,3125.3333333333335,461,0.339154105,0,0.3041556591397949,598.9696295,,55
02-07-2034,52,65756,614,Unemployed,11941,5479.666666666667,264,0.11656020148292291,0,0.21767899889448744,374.71105072592326,,61
03-07-2034,21,38663,506,Employed,40352,3221.9166666666665,938,0.7369228940602272,0,0.29290256386510494,1436.3041544208802,,60
04-07-2034,18,54615,531,Employed,18666,4551.25,389,0.211663689,0,0.27390262477590094,574.3343650473098,,55
05-07-2034,32,15895,600,Employed,21056,1324.5833333333333,279,0.8138005327763034,0,0.21522543912550404,798.9466223732785,,51
06-07-2034,20,19184,429,Employed,8613,1598.6666666666667,679,0.9451402011803377,0,0.2817985032784569,831.9641349536333,,58
07-07-2034,34,32073,548,Employed,35185,2672.75,291,0.8147918468645786,0,0.2550110958467647,1886.7349087073028,,55
08-07-2034,46,121138,613,Employed,42950,10094.833333333334,344,0.17719335591389812,0,0.2585834193496745,1444.737395724816,,51
09-07-2034,29,208627,602,Self-Employed,35159,17385.583333333332,481,0.092656017,1,0.23154654118123805,1129.8788968217427,,40
10-07-2034,22,22866,528,Employed,23364,1905.5,698,0.6653682190294339,0,0.26503164884376496,569.8591413605862,,72
11-07-2034,40,96415,519,Employed,26342,8034.583333333333,193,0.11836826982259972,1,0.27952646372361145,758.0397279121627,,44.800000000000004
12-07-2034,50,62748,507,Employed,9684,5229,373,0.1484883102382817,0,0.28549503948591637,403.44537423597507,,55
13-07-2034,19,67940,537,Employed,50833,5661.666666666667,481,0.36107548355952623,0,0.3103328973111815,1563.2890294195179,,56
14-07-2034,49,18186,577,Employed,16324,1515.5,418,0.6434897526606909,0,0.26738880000000004,557.2087202,,52
15-07-2034,49,126197,616,Employed,115815,10516.416666666666,556,0.42587610703709183,0,0.324436965,3922.690589979989,,46
16-07-2034,51,15000,510,Employed,38333,1250,370,1.326342489671614,0,0.25788487512778907,1287.9281120895175,,55
17-07-2034,54,21777,555,Employed,26758,1814.75,1068,1.0061768405288851,0,0.23236404142637504,757.9594213497945,,61
18-07-2034,66,49224,647,Self-Employed,26683,4102,267,0.2708029625624003,0,0.22217720281580652,843.8337524,,57
19-07-2034,35,31071,552,Employed,25579,2589.25,270,0.48522497581936014,0,0.22715628731810794,986.3687686402783,,56
20-07-2034,41,38435,586,Employed,12767,3202.9166666666665,233,0.18070218592482318,0,0.21053425270741755,345.77404300171486,,56
21-07-2034,35,28420,493,Employed,25535,2368.3333333333335,253,0.45797340871759024,0,0.23939474906918257,831.6336896461596,,54
22-07-2034,40,33767,579,Employed,15826,2813.9166666666665,571,0.38818902,0,0.2461266262997613,521.331554,,54
23-07-2034,58,62360,617,Employed,18832,5196.666666666667,317,0.17314876646591745,0,0.20965485325597374,582.7964230678845,,53
24-07-2034,23,37776,541,Employed,17866,3148,326,0.27730899360174055,0,0.27133322345327143,546.9687118582792,,58
25-07-2034,29,38573,477,Employed,12411,3214.4166666666665,572,0.3067202175057974,0,0.2534812755460743,413.92657915426025,,55
26-07-2034,56,88980,564,Employed,22980,7415,353,0.1329803629464358,1,0.21874917493671653,633.0493912478215,,43.2
27-07-2034,52,23289,609,Employed,6442,1940.75,293,0.27243736332386914,0,0.18875511851163856,235.73281287079908,,56
28-07-2034,35,82044,535,Self-Employed,31792,6837,574,0.26671798847468425,1,0.2413532484427153,1249.5508872014161,,43.2
29-07-2034,50,130307,619,Employed,60689,5767.083333333333,835,0.5592991204302918,0,0.24298497774117275,2390.5246357815286,,48
30-07-2034,44,121955,654,Self-Employed,20937,10162.916666666666,343,0.10901983690615528,1,0.1876289741107267,764.9595174908471,,40.800000000000004
31-07-2034,58,50763,666,Employed,26541,4230.25,607,0.3775314712808308,0,0.2027285906407387,990.0525063857345,,45
01-08-2034,40,38849,662,Employed,17065,3237.4166666666665,214,0.19424699728105876,1,0.1598575199705174,414.8584664476543,,36
02-08-2034,52,56894,481,Employed,37778,4741.166666666667,225,0.27080520470444563,0,0.2916013422927284,1058.932609704561,,50
03-08-2034,71,235940,664,Employed,10024,19661.666666666668,648,0.045320304,1,0.27104325693171627,243.07270552977457,,37.6
04-08-2034,47,25523,611,Employed,6125,2126.9166666666665,442,0.2851636080338467,0,0.20656127679446867,164.51923065398907,,54
05-08-2034,40,80983,604,Employed,27127,6748.583333333333,515,0.20293957701228404,1,0.21992481200124328,854.5546470988164,,37.6
06-08-2034,48,49716,535,Employed,23189,4143,227,0.2167680382759859,0,0.28209005272580895,671.0699825774095,,67
07-08-2034,35,57934,616,Employed,19286,4827.833333333333,719,0.2744998043220727,0,0.2186745702383131,606.2393052995798,,48
08-08-2034,68,28247,600,Employed,18597,2353.9166666666665,246,0.5065046828719043,1,0.19973643923517753,946.2698147568898,,37.6
09-08-2034,42,59563,529,Employed,25672,4963.583333333333,1429,0.45166449044070917,0,0.28871771040406713,812.8743370099967,,52
10-08-2034,36,60707,584,Employed,41244,5058.916666666667,769,0.48633708001150994,0,0.27340516142216886,1691.338759688228,,56
11-08-2034,29,17572,534,Unemployed,23483,1464.3333333333333,415,0.914172548,0,0.24190320035725774,923.6533345,,52
12-08-2034,53,57910,655,Employed,61309,4825.833333333333,450,0.45261249006505044,0,0.23167433684508923,1734.2324416389224,,50
13-08-2034,50,42445,481,Employed,20303,3537.0833333333335,415,0.3062878847583335,0,0.24573250723692303,668.3657723806222,,48
14-08-2034,34,43717,624,Employed,54770,3643.0833333333335,414,0.5924474968264201,0,0.22628685949136781,1744.335601563384,,51
15-08-2034,46,47229,642,Employed,26881,3935.75,294,0.23892900187730806,0,0.22997155952505582,646.3648191386152,,60
16-08-2034,21,75422,566,Unemployed,31973,6285.166666666667,450,0.22695107661452946,0,0.20203814505040493,976.4253417017535,,50
17-08-2034,42,81801,616,Employed,15542,6816.75,285,0.15682566153736277,1,0.19078196879024378,784.0413282848177,,43.2
18-08-2034,45,27006,457,Self-Employed,21888,2250.5,1024,0.7290710867165453,0,0.30859981469711584,616.7744806555853,,48
19-08-2034,60,80511,630,Employed,25341,6709.25,347,0.16372211834163933,1,0.185318229,751.4526224836437,,33.6
20-08-2034,30,33917,537,Unemployed,17046,2826.4166666666665,159,0.21611252846213377,0,0.24294940436854354,451.82405232084915,,55
21-08-2034,24,22142,544,Employed,18139,1845.1666666666667,591,0.7151000356554313,0,0.257562911,728.4787491235468,,58
22-08-2034,29,15118,457,Employed,14489,1259.8333333333333,547,0.8409769198106187,0,0.2890342702892639,512.4907561414112,,57
23-08-2034,23,73371,581,Employed,47259,6114.25,479,0.28634101205283125,0,0.2495641886365946,1271.7605329440235,,60
24-08-2034,56,50263,558,Employed,25847,4188.583333333333,415,0.41475569831275527,0,0.20532619124748847,1322.2388053578347,,48
25-08-2034,58,97112,488,Employed,12968,8092.666666666667,793,0.14372550103044834,1,0.23608583217818055,370.1225713390749,,44.800000000000004
26-08-2034,43,34103,669,Employed,29697,2841.9166666666665,367,0.42099178624880257,0,0.225447716,829.4235738702429,,47
27-08-2034,54,166990,530,Self-Employed,22138,13915.833333333334,824,0.10705119583083131,1,0.2621985595130487,665.7065993158766,,42.400000000000006
28-08-2034,41,207030,566,Employed,25190,17252.5,289,0.15522795630170064,1,0.24583108798725534,2389.070316,,45.6
29-08-2034,38,57888,571,Employed,8943,4824,121,0.075981533,0,0.25841032161895583,245.53491309501325,,58
30-08-2034,36,93202,504,Employed,20824,7766.833333333333,384,0.12885243634154506,0,0.2927523432419777,616.7753976587236,,51
31-08-2034,36,38474,574,Employed,21719,3206.1666666666665,504,0.36520800125959346,0,0.20517285961213302,666.9177200384664,,57
01-09-2034,21,36305,631,Employed,20047,3025.4166666666665,123,0.22746442113116055,0,0.23003496862471254,565.1746507638986,,54
02-09-2034,43,117234,566,Employed,16618,9769.5,533,0.10525815714359028,1,0.18821880433960805,495.3195662143052,,40.800000000000004
03-09-2034,39,51640,616,Employed,22636,4303.333333333333,732,0.37231189073816007,0,0.2248612761663522,870.1821698,,57
04-09-2034,48,24575,641,Employed,34071,2047.9166666666667,468,1.096582209612517,0,0.2260337705729058,1777.708983435634,,57
05-09-2034,41,51157,606,Unemployed,29137,4263.083333333333,354,0.2986388344052429,0,0.22071390325117568,919.1222376390842,,53
06-09-2034,38,22069,563,Employed,19054,1839.0833333333333,392,0.4975290536777845,0,0.2169921554693897,522.9973904679188,,55
07-09-2034,29,45819,523,Employed,24865,3818.25,418,0.31022249761110493,0,0.2748646351742364,766.5070515036014,,61
08-09-2034,40,107913,584,Employed,14564,8992.75,385,0.090583799,1,0.18233619067533582,429.5974622800525,,41.6
09-09-2034,48,118222,570,Employed,26465,9851.833333333334,781,0.15828362303962676,1,0.2510314122276396,778.3838736,,40
10-09-2034,26,41421,564,Employed,18554,3451.75,501,0.4303093343454082,0,0.24361398798535253,984.3202448267627,,61
11-09-2034,41,122607,619,Employed,41145,10217.25,116,0.14472943149719117,0,0.24934039036817532,1362.7367839646765,,51
12-09-2034,42,41535,587,Employed,7560,3461.25,337,0.2105853255099342,0,0.219168412,391.88845792125966,,60
13-09-2034,31,100753,473,Employed,10853,8396.083333333334,316,0.073277825,1,0.260301326,299.24672858577946,,41.6
14-09-2034,32,25929,596,Employed,16887,2160.75,405,0.4318040947614678,0,0.2156035289300593,528.0206977558415,,55
15-09-2034,42,27496,555,Employed,21969,2291.3333333333335,275,0.3980887942407041,0,0.24403103509925295,637.1541239,,61
16-09-2034,26,34398,343,Unemployed,9791,2866.5,526,0.3180047867812539,0,0.35673208655752203,385.5607213084643,,59
17-09-2034,44,25313,532,Employed,33047,2109.4166666666665,554,0.7811036903651283,0,0.24887612632321102,1093.673142851041,,55
18-09-2034,29,68853,486,Employed,17457,5737.75,268,0.20697876010468122,1,0.23611861514581606,919.5923807906348,,42.400000000000006
19-09-2034,52,108418,519,Employed,12520,9034.833333333334,489,0.18555886689041606,1,0.24594878723654698,1187.4934358770943,,41.6
20-09-2034,68,58068,602,Unemployed,12351,4839,257,0.1357896454484624,0,0.23621629694624102,400.08609432510946,,55
21-09-2034,29,45176,585,Unemployed,50368,3764.6666666666665,628,1.424196960134717,0,0.22802096534470692,4733.6268225871645,,70
22-09-2034,46,22619,565,Self-Employed,16007,1884.9166666666667,376,0.541776563,0,0.2603186148856633,645.2036736963503,,62
23-09-2034,31,46895,505,Employed,17099,3907.9166666666665,329,0.21973641503056415,0,0.27739905944329113,529.7115985715254,,53
24-09-2034,52,153920,554,Employed,53578,12826.666666666666,802,0.18748812445603075,1,0.25958919098552297,1602.8476763560209,,41.6
25-09-2034,24,105203,586,Employed,13420,8766.916666666666,270,0.079112235,1,0.2210410058895756,423.57036931817424,,48
26-09-2034,45,20309,532,Employed,14268,1692.4166666666667,448,0.6048799080867661,0,0.26110772584008807,575.7088377778445,,65
27-09-2034,29,34043,579,Employed,32250,2836.9166666666665,1155,0.7202439897736724,0,0.2842753018155375,888.2721786554275,,52
28-09-2034,37,300000,502,Employed,25188,25000,416,0.059532628,1,0.3022057938904764,1072.3156913822568,,41.6
29-09-2034,27,56245,490,Self-Employed,9981,4687.083333333333,337,0.1548289590616843,1,0.23448016,388.69623353536934,,41.6
30-09-2034,49,150676,623,Self-Employed,11118,12556.333333333334,538,0.063179931,1,0.2124765748380895,255.30827881246478,,44.800000000000004
01-10-2034,29,140788,532,Employed,13514,11732.333333333334,461,0.099178209,1,0.22226191971625697,702.5918124146252,,37.6
02-10-2034,46,29952,583,Unemployed,41426,2496,459,1.0396541936701225,0,0.21357187496353605,2135.976867400626,,56
03-10-2034,35,59820,465,Self-Employed,22924,4985,336,0.2369845183317491,0,0.31488698802949594,845.3678238837692,,56
04-10-2034,38,71265,510,Employed,34324,5938.75,354,0.2887388481480783,0,0.24781223319348944,1360.747834,,48
05-10-2034,41,165370,587,Employed,22355,13780.833333333334,218,0.064926553,1,0.19703310506043153,676.7420033710977,,40
06-10-2034,30,117015,553,Employed,17122,9751.25,618,0.1268995052571446,1,0.1804976,619.4288006387313,,45.6
07-10-2034,42,34126,577,Employed,16251,2843.8333333333335,267,0.6299501161683616,0,0.2244350569606006,1524.4731386967926,,68
08-10-2034,58,300000,483,Self-Employed,33651,25000,450,0.072910784,1,0.26942397387765665,1372.7696054388796,,40.800000000000004
09-10-2034,30,52842,559,Employed,25158,4403.5,586,0.3170944793028409,0,0.23287980368782008,810.3255396100598,,51
10-10-2034,54,75458,630,Employed,8756,6288.166666666667,416,0.10622863138473207,1,0.1685167660782157,251.9833389190927,,41.6
11-10-2034,57,15000,591,Employed,34942,1250,329,1.0994152380907345,0,0.2595595983692972,1045.269047613418,,62
12-10-2034,30,80160,545,Employed,23618,6680,631,0.20613080491060487,0,0.28740583066883646,745.9537768028406,,50
13-10-2034,22,15000,525,Employed,55458,1250,572,1.9424938560982794,0,0.388795761,1856.1173201228496,,55
14-10-2034,43,41145,539,Employed,73258,3428.75,603,0.8734606914199011,0,0.24087203417298478,2391.878345705986,,53
15-10-2034,33,31764,574,Employed,11768,2647,294,0.2786931381043085,0,0.2105634945414778,443.70073656210457,,59
16-10-2034,62,70742,561,Employed,10825,5895.166666666667,460,0.13070879861404924,0,0.23862542805460052,310.55015262958926,,53
17-10-2034,40,57616,643,Employed,13437,4801.333333333333,568,0.254236407,0,0.1518139550632689,652.6737361107315,,59
18-10-2034,30,65286,549,Employed,30084,5440.5,292,0.24343205317170935,0,0.2706105655962687,1032.3920852806848,,51
19-10-2034,26,83040,553,Employed,19663,6920,358,0.12178108331345636,0,0.2571928020857604,484.72509652911793,,59
20-10-2034,53,24864,628,Employed,21213,2072,392,0.4322230932040173,0,0.24343098135466032,503.5662491187238,,56
21-10-2034,33,31931,577,Employed,18632,2660.9166666666665,728,0.6279040627026302,0,0.19395822,942.8003855131403,,59
22-10-2034,40,25290,440,Employed,14436,2107.5,451,0.4336090436242675,0,0.2952279313753168,462.8310594381437,,48
23-10-2034,51,30719,647,Employed,32411,2559.9166666666665,877,0.6887579000065889,0,0.25656509460615345,886.1628275,,46
24-10-2034,34,133021,586,Employed,29203,11085.083333333334,698,0.1280816269241927,1,0.2581623533078709,721.7955079235865,,38.400000000000006
25-10-2034,39,22192,468,Employed,7034,1849.3333333333333,1166,0.7449893627879429,0,0.2627157966090707,211.7336615825025,,54
26-10-2034,39,32501,525,Self-Employed,23110,2708.4166666666665,400,0.4289152151092749,0,0.30981637191716765,761.6811171888786,,55
27-10-2034,48,220054,576,Employed,30166,18337.833333333332,209,0.16415969277956108,1,0.20479030035092144,2801.3330862427943,,52
28-10-2034,47,39357,567,Employed,15923,3279.75,505,0.40199362505198727,0,0.20388437494260286,813.4385917642554,,54
29-10-2034,37,39569,516,Employed,32125,3297.4166666666665,323,0.6252771498997957,0,0.26497976008843765,1738.799295365418,,51
30-10-2034,40,83918,642,Employed,13485,6993.166666666667,202,0.085393603,1,0.17865067477477548,395.17170105716923,,40
31-10-2034,35,21332,584,Unemployed,18733,1777.6666666666667,307,0.438198062,0,0.24816737015582802,471.97008828745504,,68
01-11-2034,22,23813,577,Employed,44225,1984.4166666666667,384,1.1260552198839002,0,0.28886999999999996,1850.5627459246095,,56
02-11-2034,43,32682,555,Employed,27505,2723.5,1230,0.7763721006842608,0,0.23190530073444293,884.4494162135844,,56
03-11-2034,62,109823,617,Employed,14862,9151.916666666666,1102,0.16237593136124118,1,0.1881914257381009,384.0509924904657,,43.2
04-11-2034,29,56973,565,Employed,12430,4747.75,302,0.13120662268473632,0,0.2316038851052451,320.93624285145694,,55
05-11-2034,30,23945,549,Employed,28454,1995.4166666666667,433,0.6124243904591723,0,0.2628407451738686,789.0418357954067,,55
06-11-2034,29,39239,595,Employed,78496,3269.9166666666665,315,1.3863823246884481,0,0.25732490242723377,4218.354669870834,,52
